idx,reconn_trigger,conf_trigger,rad_trigger,margin_trigger,tct_pass_rate,tct_fail_pnet,tct_burst_rate,tct_pnet_p05,tct_pnet_p50,tct_pnet_p95,tct_tail_burst_frac,corr_precursor_pburst,corr_pburst_burst
338,0.7,0.6,0.7,0.02,0.2596,0.6212,0.3726,-27.75820867598631,-4.741501604431607,22.081868432112405,0.398,0.9059592818486063,0.13533045200843502
339,0.7,0.6,0.7,0.01,0.2652,0.6046,0.365,-27.825790923130633,-4.077960698834979,22.29785723907266,0.386,0.9068875958744465,0.11519124917894415
340,0.7,0.6,0.75,0.15,0.2566,0.6058,0.368,-28.20994071321639,-4.156778935684088,21.883789957088847,0.352,0.9083071208175434,0.11372034146674999
341,0.7,0.6,0.75,0.08,0.2696,0.5978,0.372,-27.192872265274968,-3.6744736407669993,23.03951520994479,0.402,0.9088624316729705,0.13267799679199407
342,0.7,0.6,0.75,0.04,0.2656,0.6058,0.3604,-28.91685316828798,-4.58695657780676,22.251636178550513,0.348,0.9072928694623613,0.12457538043118457
343,0.7,0.6,0.75,0.02,0.261,0.6042,0.374,-27.763273051428623,-3.8596877734963293,22.459514218240408,0.432,0.9080881259436893,0.13008802423340646
344,0.7,0.6,0.75,0.01,0.2502,0.6238,0.3648,-27.831647872887107,-4.819913586132925,21.7888377935899,0.386,0.9052578146235108,0.11087130404335767
345,0.7,0.6,0.8,0.15,0.2714,0.615,0.3618,-28.32012855266977,-4.688421197065473,22.412737629386434,0.428,0.9093791299849152,0.13178638078189878
346,0.7,0.6,0.8,0.08,0.2744,0.6066,0.3658,-28.63602766271413,-4.317786533079954,22.429804517685092,0.396,0.9080785922147807,0.14938478865976687
347,0.7,0.6,0.8,0.04,0.2658,0.611,0.3678,-28.16410749909967,-4.262374557254542,22.929428544548443,0.384,0.909787049907849,0.12413977082670534
348,0.7,0.6,0.8,0.02,0.262,0.6072,0.3632,-27.5680675584707,-4.251738522265991,22.74217367485125,0.382,0.9093525692722273,0.12327851812749935
349,0.7,0.6,0.8,0.01,0.2664,0.6172,0.358,-28.005219994125916,-4.586506007833433,23.164203879476013,0.404,0.9106094007791112,0.13331967975476505
350,0.7,0.65,0.6,0.15,0.2584,0.6102,0.3714,-28.62124270094814,-4.2684912626389275,21.757425912100633,0.38,0.9076381885839252,0.1080720623779728
351,0.7,0.65,0.6,0.08,0.2588,0.6112,0.372,-28.665555941920925,-4.477515031241844,22.09087571795313,0.4,0.9040035113706802,0.14620982396946608
352,0.7,0.65,0.6,0.04,0.2544,0.6136,0.3784,-28.22543173488857,-4.153916445597764,21.986488639748803,0.396,0.9045894159545281,0.10562298499625784
353,0.7,0.65,0.6,0.02,0.2698,0.607,0.3644,-27.52916590721469,-4.186366564069372,22.040465513507456,0.41,0.9066130662926315,0.14149204073171345
354,0.7,0.65,0.6,0.01,0.2744,0.6072,0.355,-28.166260219222874,-4.178463809571685,22.091212422799487,0.388,0.9052514386498249,0.1214651378757922
355,0.7,0.65,0.65,0.15,0.273,0.5926,0.36,-27.773673814468882,-3.5656386683054007,22.697453704559937,0.38,0.909506510396045,0.125888320908884
356,0.7,0.65,0.65,0.08,0.2554,0.6162,0.3674,-27.54986933799723,-4.301194970793544,22.064412924210608,0.388,0.9060788293038693,0.11318081182300355
357,0.7,0.65,0.65,0.04,0.2598,0.6056,0.3748,-27.500274937351314,-4.327688554506281,21.410257806503875,0.39,0.9037704671757313,0.10036369430031442
358,0.7,0.65,0.65,0.02,0.2692,0.6072,0.3666,-27.724382979344476,-4.029794588259659,21.5551368940366,0.4,0.9064754165060672,0.14361628055180925
359,0.7,0.65,0.65,0.01,0.2624,0.6102,0.374,-28.203414103741938,-4.243326293222299,21.63205227054165,0.432,0.9058683772513865,0.13377818724429555
360,0.7,0.65,0.7,0.15,0.2576,0.615,0.363,-27.65958995710686,-4.464313341027788,21.73072276390062,0.398,0.9036281369915234,0.1232854231475234
361,0.7,0.65,0.7,0.08,0.2618,0.6112,0.358,-28.048259082779406,-4.377624722328785,22.987329857243967,0.402,0.9094977815647536,0.11906960624292422
362,0.7,0.65,0.7,0.04,0.258,0.6114,0.3824,-27.48949914339042,-4.249348990900698,21.848191055542816,0.454,0.9046958928400787,0.12896653915615788
363,0.7,0.65,0.7,0.02,0.2618,0.6122,0.3744,-27.448073134472818,-4.141148861376159,22.573907311238088,0.404,0.9088809839777038,0.1639000148427472
364,0.7,0.65,0.7,0.01,0.266,0.6038,0.3698,-28.008306522340785,-4.14474363612241,22.34522311319392,0.392,0.9054962331823008,0.10967661909414593
365,0.7,0.65,0.75,0.15,0.2674,0.6096,0.3662,-28.428052628281502,-4.010489760751382,22.135953467381803,0.402,0.9067030971612985,0.12294339035434776
366,0.7,0.65,0.75,0.08,0.253,0.6176,0.3784,-29.129546096106214,-4.378755414613326,21.6992790701743,0.402,0.9055340751887643,0.12195695340271308
367,0.7,0.65,0.75,0.04,0.2542,0.6096,0.385,-27.111871466101647,-4.121558351989204,22.18846674005564,0.416,0.9037506821956285,0.12818776904581294
368,0.7,0.65,0.75,0.02,0.2658,0.6094,0.3668,-28.53703589712164,-3.954472505192923,21.88936666277332,0.392,0.9028663657574274,0.10850477180073717
369,0.7,0.65,0.75,0.01,0.2656,0.5996,0.3728,-27.67320537489348,-4.038455761157039,22.659840906741533,0.402,0.9071343408180881,0.1102926764362185
370,0.7,0.65,0.8,0.15,0.263,0.6066,0.3544,-27.887568451826336,-3.792812868098126,22.555894964690765,0.378,0.9114155615039222,0.10993377782603635
371,0.7,0.65,0.8,0.08,0.2642,0.6116,0.3696,-28.164449316047126,-4.314750680061009,22.192007698813775,0.408,0.9062260387564245,0.13193223601928472
372,0.7,0.65,0.8,0.04,0.2712,0.5988,0.364,-27.547897059095035,-3.9670826730083233,22.71122791145731,0.404,0.9075368360460472,0.1445918421234051
373,0.7,0.65,0.8,0.02,0.2752,0.603,0.3636,-27.382929406283623,-3.722003725690095,22.61747695312064,0.368,0.9116600779454093,0.12963365910897523
374,0.7,0.65,0.8,0.01,0.2754,0.5982,0.3612,-28.305138323317586,-4.0503692637614,22.677599336169163,0.402,0.909573875914171,0.13275568285892234
375,0.7,0.7,0.6,0.15,0.2604,0.6094,0.3678,-27.57040298722337,-4.181326599333195,22.50687558426199,0.358,0.9042050507613567,0.13546303418557024
376,0.7,0.7,0.6,0.08,0.257,0.6242,0.3624,-27.931343046692195,-4.6816762930572775,22.499660305184815,0.402,0.90852742067349,0.11731927378632176
377,0.7,0.7,0.6,0.04,0.256,0.6206,0.3702,-27.600604686483177,-4.657382191503832,21.64464337691626,0.386,0.9052629712053593,0.12187676689698296
378,0.7,0.7,0.6,0.02,0.2606,0.6164,0.3728,-27.13495450301023,-4.151156494760539,21.09807536677406,0.424,0.9073918588412052,0.13302063798649963
379,0.7,0.7,0.6,0.01,0.2552,0.6164,0.378,-28.240756251008804,-4.444680309122207,21.967138994718972,0.416,0.9042347554106126,0.14006742486317209
380,0.7,0.7,0.65,0.15,0.2678,0.6048,0.362,-27.09443782156465,-4.2651575208112575,21.99425841066255,0.358,0.9097864569709262,0.12585583308486817
381,0.7,0.7,0.65,0.08,0.2604,0.6098,0.3594,-28.576271329918924,-4.4738777714698355,22.325540604187452,0.346,0.9059542954261605,0.11639464368376867
382,0.7,0.7,0.65,0.04,0.2634,0.5924,0.3796,-27.120908317935392,-3.569332315528688,22.817981490262852,0.398,0.9105179282937783,0.13227869093565026
383,0.7,0.7,0.65,0.02,0.2582,0.6186,0.3668,-28.80831056376331,-4.326960044441617,22.082425919718776,0.384,0.9069021107522681,0.13355591057658694
384,0.7,0.7,0.65,0.01,0.2618,0.6084,0.3654,-28.30007632909562,-4.167796528058435,22.002370740681556,0.406,0.9071714631282666,0.1092305099261283
385,0.7,0.7,0.7,0.15,0.2592,0.6146,0.3636,-27.79775775507563,-4.423325481681971,22.022728479679355,0.404,0.9062927085699861,0.12821349272393842
386,0.7,0.7,0.7,0.08,0.2636,0.6082,0.3662,-28.108032514822355,-4.360110597124055,21.908794946062578,0.418,0.9061383337650644,0.13198004194684895
387,0.7,0.7,0.7,0.04,0.2622,0.6168,0.3682,-27.65740215809144,-4.559394384808467,22.131731326681955,0.372,0.9093506725395867,0.1395973437301561
388,0.7,0.7,0.7,0.02,0.2664,0.6062,0.3608,-27.873648504488735,-4.302521294106905,22.37376909329724,0.41,0.9058721292449063,0.11618687949099984
389,0.7,0.7,0.7,0.01,0.2672,0.6074,0.364,-28.533509068758462,-4.124194285824062,22.50690870635338,0.364,0.9072424872050765,0.1245923785382193
390,0.7,0.7,0.75,0.15,0.2594,0.6104,0.3718,-28.074813435826268,-4.197792844638005,22.53360058982358,0.4,0.907130881810141,0.12796658413078404
391,0.7,0.7,0.75,0.08,0.2662,0.6018,0.375,-27.944167519604107,-4.055538694335841,22.171684198047505,0.424,0.906608082346132,0.13635080329188107
392,0.7,0.7,0.75,0.04,0.2632,0.6108,0.3734,-27.85547932251711,-4.361891806115768,22.314156735619115,0.408,0.9062695339175558,0.13013210162256597
393,0.7,0.7,0.75,0.02,0.2662,0.6076,0.3618,-27.795293114864915,-4.010614168357462,22.071562703541797,0.384,0.9074787339589728,0.12094886500356246
394,0.7,0.7,0.75,0.01,0.2536,0.6194,0.3686,-27.386929078768738,-4.533608321760471,22.125926425539273,0.364,0.9046504401455993,0.1430417385770762
395,0.7,0.7,0.8,0.15,0.262,0.6164,0.3698,-28.594073789605403,-4.4275336309209194,22.451295155651803,0.376,0.9095060537579357,0.1309857566105339
396,0.7,0.7,0.8,0.08,0.2734,0.6048,0.357,-28.333896751923508,-4.133934206394364,22.737248222278406,0.384,0.9085216690186677,0.13350433640376788
397,0.7,0.7,0.8,0.04,0.2586,0.6072,0.3676,-27.510656632501355,-4.39487902665101,22.618574438824876,0.392,0.908421267102416,0.12582233333729617
398,0.7,0.7,0.8,0.02,0.2554,0.6176,0.374,-28.575132573037994,-4.3739849029472015,22.915042755719888,0.4,0.9123473368990453,0.12822460558676943
399,0.7,0.7,0.8,0.01,0.2616,0.6154,0.3624,-27.708295061514452,-4.373237778366475,22.429644101968833,0.37,0.9087440266959415,0.11597291496497145
